ObjectID,Name,OriginID,DestinationID,DestinationRank,Total_Minutes,Total_TravelTime,Total_Miles,Total_Kilometers,Total_TimeAt1KPH,Total_WalkTime,Total_TruckMinutes,Total_TruckTravelTime,Shape_Length
327,Location 18 - Location 19,18,19,4,,,,527.4372128,,,,322.3547443,557566.777
328,Location 18 - Location 10,18,10,5,,,,562.6172996,,,,301.9692666,629273.988
329,Location 18 - Location 13,18,13,6,,,,758.3448628,,,,461.2456016,811629.537
330,Location 18 - Location 11,18,11,7,,,,846.7464737,,,,505.232707,782866.2902
331,Location 18 - Location 12,18,12,8,,,,848.5892448,,,,517.5063316,823675.9555
332,Location 18 - Location 3,18,3,9,,,,929.1936162,,,,531.3365454,1015419.893
333,Location 18 - Location 17,18,17,10,,,,933.5716772,,,,568.2815028,1057517.365
334,Location 18 - Location 5,18,5,11,,,,1041.327579,,,,571.0104621,1082947.756
335,Location 18 - Location 16,18,16,12,,,,1218.005776,,,,714.7548348,1458049.509
336,Location 18 - Location 14,18,14,13,,,,1228.682537,,,,669.1980902,1281609.613
337,Location 18 - Location 2,18,2,14,,,,1231.85781,,,,693.8585452,1343006.147
338,Location 18 - Location 4,18,4,15,,,,1457.559282,,,,799.3993599,1553769.997
339,Location 18 - Location 1,18,1,16,,,,1484.494371,,,,849.7589926,1641254.189
340,Location 18 - Location 7,18,7,17,,,,1541.16009,,,,882.861688,1710590.213
341,Location 18 - Location 8,18,8,18,,,,1736.106773,,,,1027.363303,1883030.753
342,Location 18 - Location 6,18,6,19,,,,1834.746441,,,,1064.36365,2085815.139
343,Location 19 - Location 19,19,19,1,,,,0,,,,0,0
344,Location 19 - Location 18,19,18,2,,,,526.5855272,,,,322.9425566,557566.777
345,Location 19 - Location 9,19,9,3,,,,547.7117928,,,,324.6466338,555693.1332
346,Location 19 - Location 11,19,11,4,,,,655.5302596,,,,376.1834575,809772.7906
347,Location 19 - Location 15,19,15,5,,,,830.706256,,,,504.6868774,919235.3609
348,Location 19 - Location 17,19,17,6,,,,992.5399034,,,,609.900942,1164211.809
349,Location 19 - Location 10,19,10,7,,,,1031.913106,,,,623.0739479,1046331.641
350,Location 19 - Location 13,19,13,8,,,,1276.276848,,,,771.5482652,1364864.178
351,Location 19 - Location 3,19,3,9,,,,1283.206966,,,,738.8934265,1404701.864
352,Location 19 - Location 16,19,16,10,,,,1295.791562,,,,836.4502031,1600320.837
353,Location 19 - Location 12,19,12,11,,,,1366.52123,,,,827.8089952,1364096.791
354,Location 19 - Location 5,19,5,12,,,,1485.462791,,,,849.007104,1561052.688
355,Location 19 - Location 2,19,2,13,,,,1506.906985,,,,827.2192329,1716697.067
356,Location 19 - Location 14,19,14,14,,,,1672.817749,,,,947.1947321,1791791.113
357,Location 19 - Location 1,19,1,15,,,,1710.426216,,,,991.3183773,1911157.973
358,Location 19 - Location 7,19,7,16,,,,1767.091934,,,,1024.421073,2071005.074
359,Location 19 - Location 4,19,4,17,,,,1831.617119,,,,1069.046323,1990083.616
360,Location 19 - Location 8,19,8,18,,,,1835.475726,,,,1201.569508,2103334.127
361,Location 19 - Location 6,19,6,19,,,,2060.678285,,,,1205.923034,2414583.076
