,cost,min_energy_shortfall,energy_changes
664,1.01E+14,8431334252,2.47E+11
665,1.06E+14,7495162234,2.33E+11
666,9.84E+13,11105531049,2.39E+11
667,9.83E+13,10718706327,2.46E+11
668,1.03E+14,8239297793,2.39E+11
669,1.01E+14,9162817259,2.40E+11
670,1.01E+14,9167282806,2.39E+11
671,9.79E+13,11330263127,2.41E+11
672,1.02E+14,8197602094,2.48E+11
673,1.02E+14,9041592605,2.36E+11
674,1.01E+14,9719845011,2.33E+11
675,1.01E+14,8738512820,2.43E+11
676,9.97E+13,10641077517,2.30E+11
677,1.03E+14,8490924523,2.35E+11
678,1.06E+14,7729636859,2.28E+11
679,1.02E+14,8915366360,2.40E+11
680,1.03E+14,8003994516,2.41E+11
681,9.99E+13,9510733503,2.41E+11
682,9.80E+13,11052870862,2.44E+11
683,1.05E+14,8717034114,2.27E+11
684,1.01E+14,8666067836,2.43E+11
685,1.02E+14,10607045139,2.25E+11
686,1.01E+14,8409895546,2.49E+11
687,1.05E+14,7983270082,2.30E+11
688,1.02E+14,8681344833,2.41E+11
689,9.97E+13,10502104025,2.34E+11
690,1.01E+14,8927497196,2.41E+11
691,1.02E+14,8281573803,2.41E+11
692,9.97E+13,9159667896,2.46E+11
693,1.01E+14,9693248012,2.38E+11
694,1.06E+14,7782568510,2.28E+11
695,1.01E+14,9438816483,2.39E+11
696,1.00E+14,8973435304,2.47E+11
697,1.03E+14,7961464137,2.38E+11
698,1.02E+14,9677858511,2.29E+11
699,1.02E+14,8245117684,2.47E+11
700,1.02E+14,8962441234,2.36E+11
701,1.02E+14,8766188007,2.36E+11
702,9.77E+13,11337602567,2.40E+11
703,9.98E+13,10515648844,2.33E+11
704,9.99E+13,10392565967,2.34E+11
705,1.01E+14,8591281413,2.47E+11
706,1.03E+14,8655467475,2.32E+11
707,1.02E+14,8753769115,2.40E+11
708,9.94E+13,10115214434,2.43E+11
709,1.03E+14,8536481973,2.35E+11
710,1.01E+14,9018035110,2.45E+11
711,1.06E+14,7838068853,2.27E+11
712,9.85E+13,10643889942,2.42E+11
713,1.01E+14,9257930137,2.36E+11
714,1.02E+14,8906210280,2.31E+11
715,1.01E+14,9106137996,2.41E+11
716,1.04E+14,9031437379,2.26E+11
717,1.02E+14,8770652768,2.42E+11
718,1.02E+14,9733734208,2.27E+11
719,1.00E+14,9317508261,2.41E+11
720,1.03E+14,8129068845,2.39E+11
721,9.87E+13,10524440509,2.36E+11
722,1.02E+14,9515362491,2.30E+11
723,1.04E+14,8586335786,2.32E+11
724,1.01E+14,11012011090,2.25E+11
725,1.01E+14,9062465455,2.41E+11
726,1.03E+14,10967046335,2.22E+11
727,1.01E+14,9131679929,2.40E+11
728,1.07E+14,7569024496,2.28E+11
729,1.01E+14,9122105626,2.40E+11
730,1.03E+14,8024794913,2.41E+11
731,9.71E+13,11827424624,2.45E+11
732,1.01E+14,8458553204,2.47E+11
733,9.98E+13,10333554888,2.35E+11
734,1.06E+14,7931592804,2.28E+11
735,1.06E+14,7850030335,2.27E+11
736,9.86E+13,11512298849,2.32E+11
737,9.79E+13,11520297130,2.39E+11
738,1.02E+14,9230141730,2.31E+11
739,1.02E+14,9779435097,2.28E+11
740,1.03E+14,8334405281,2.37E+11
741,1.04E+14,7975707440,2.33E+11
742,1.01E+14,9225431789,2.38E+11
743,1.05E+14,8291396055,2.28E+11
744,1.02E+14,9421209053,2.31E+11
745,1.03E+14,9124029711,2.26E+11
746,9.87E+13,10501840532,2.43E+11
747,1.01E+14,9261678423,2.39E+11
748,9.95E+13,11101086197,2.30E+11
749,1.03E+14,9407110256,2.29E+11
750,1.05E+14,8506674223,2.27E+11
751,1.04E+14,7665360940,2.37E+11
752,9.99E+13,9841548340,2.38E+11
753,1.01E+14,9129554451,2.40E+11
754,1.00E+14,10185204351,2.35E+11
755,1.04E+14,8823022532,2.27E+11
756,1.03E+14,7795892025,2.40E+11
757,1.00E+14,11294342611,2.27E+11
758,9.83E+13,10658646569,2.45E+11
759,9.98E+13,9553881790,2.43E+11
760,9.84E+13,10957329674,2.41E+11
761,1.00E+14,9543873565,2.41E+11
762,1.01E+14,8881346203,2.42E+11
763,1.01E+14,8667290289,2.50E+11
764,1.03E+14,7784720706,2.39E+11
765,1.05E+14,8712581520,2.27E+11
766,1.01E+14,9630947793,2.33E+11
767,9.93E+13,10654054518,2.32E+11
768,1.01E+14,9720719719,2.37E+11
769,1.01E+14,8311120471,2.52E+11
770,1.03E+14,8081859754,2.40E+11
771,1.02E+14,8665059079,2.35E+11
772,9.91E+13,10160886081,2.36E+11
773,1.01E+14,9849537119,2.30E+11
774,1.01E+14,9140361196,2.39E+11
775,1.03E+14,8945166207,2.29E+11
776,1.01E+14,8717033382,2.49E+11
777,1.01E+14,8935174635,2.45E+11
778,1.02E+14,9728334598,2.30E+11
779,1.01E+14,8536375557,2.49E+11
780,1.03E+14,8266843017,2.41E+11
781,1.02E+14,9902048621,2.29E+11
782,9.83E+13,10723869250,2.46E+11
783,1.00E+14,8781365822,2.47E+11
784,1.03E+14,8247598157,2.38E+11
785,1.02E+14,8505190998,2.37E+11
786,1.01E+14,9185827886,2.41E+11
787,1.03E+14,7999624048,2.37E+11
788,1.01E+14,8497299989,2.46E+11
789,1.05E+14,8205393799,2.29E+11
790,1.04E+14,8335919044,2.29E+11
791,1.02E+14,8290739026,2.46E+11
792,1.02E+14,8328784829,2.46E+11
793,1.03E+14,8259626058,2.34E+11
794,9.82E+13,11277954051,2.38E+11
795,1.02E+14,8499794658,2.37E+11
796,1.01E+14,9221424776,2.39E+11
797,1.00E+14,8549734275,2.51E+11
798,1.01E+14,8643339429,2.44E+11
799,1.01E+14,8545463338,2.45E+11
800,1.04E+14,8088649314,2.32E+11
801,1.03E+14,8320779916,2.38E+11
802,1.01E+14,8997414601,2.45E+11
803,1.03E+14,8173858093,2.37E+11
804,1.01E+14,8430907038,2.49E+11
805,1.02E+14,8210021314,2.49E+11
806,1.00E+14,10169598942,2.34E+11
807,1.01E+14,10206425895,2.30E+11
808,1.04E+14,8724396761,2.27E+11
809,1.01E+14,8382070747,2.49E+11
810,1.03E+14,8258052294,2.34E+11
811,1.03E+14,7877173603,2.45E+11
812,1.01E+14,8192801892,2.49E+11
813,1.03E+14,8358434781,2.37E+11
814,1.06E+14,7529563789,2.33E+11
815,1.04E+14,8189393088,2.34E+11
816,1.04E+14,8873394712,2.28E+11
817,1.01E+14,10245881762,2.30E+11
818,1.01E+14,11170358602,2.27E+11
819,1.03E+14,8280516089,2.40E+11
820,1.04E+14,8629409621,2.32E+11
821,1.03E+14,7889196357,2.43E+11
822,9.86E+13,11633165427,2.32E+11
823,9.78E+13,11085773782,2.44E+11
824,9.83E+13,10658931702,2.46E+11
825,1.04E+14,8192829410,2.32E+11
826,1.01E+14,9351180768,2.35E+11
827,1.04E+14,8393417287,2.30E+11
828,1.04E+14,7828211060,2.37E+11
829,9.78E+13,11141429253,2.42E+11
830,9.90E+13,10174846839,2.36E+11
831,1.01E+14,10267880786,2.28E+11
832,9.81E+13,10954007950,2.41E+11
833,9.82E+13,10845372259,2.42E+11
834,1.01E+14,9139374644,2.39E+11
835,1.00E+14,9674980782,2.39E+11
836,1.01E+14,9602681083,2.39E+11
837,1.03E+14,7778203204,2.38E+11
838,9.84E+13,10109405216,2.45E+11
839,1.03E+14,8882808007,2.34E+11
840,1.06E+14,7997371205,2.29E+11
841,1.03E+14,7721773461,2.38E+11
842,1.01E+14,9119033078,2.42E+11
843,1.01E+14,8673635909,2.48E+11
844,1.01E+14,8465325661,2.48E+11
845,1.06E+14,8315893917,2.27E+11
846,9.85E+13,10800157290,2.41E+11
847,1.01E+14,8371506500,2.50E+11
848,9.90E+13,9965759343,2.43E+11
849,1.04E+14,8168679203,2.33E+11
850,1.01E+14,8376406719,2.50E+11
851,1.03E+14,7853994936,2.40E+11
852,9.98E+13,11156649331,2.29E+11
853,1.01E+14,9680832086,2.39E+11
854,9.90E+13,10131995657,2.42E+11
855,9.94E+13,11442835410,2.29E+11
856,1.01E+14,9465906811,2.37E+11
857,1.01E+14,8305853796,2.50E+11
858,1.04E+14,9431524133,2.25E+11
859,1.02E+14,8487557258,2.38E+11
860,9.95E+13,9117459770,2.47E+11
861,9.95E+13,8973853060,2.49E+11
862,1.02E+14,9766132907,2.29E+11
863,1.01E+14,9573157575,2.40E+11
864,1.04E+14,8391164973,2.32E+11
865,9.93E+13,11438272618,2.31E+11
866,9.84E+13,11143583254,2.40E+11
867,1.01E+14,9978226850,2.34E+11
868,1.00E+14,9899454168,2.38E+11
869,1.06E+14,7638590170,2.31E+11
870,1.04E+14,8455974687,2.29E+11
871,1.01E+14,10493116177,2.29E+11
872,9.81E+13,11250554058,2.40E+11
873,1.03E+14,8773744084,2.30E+11
874,1.03E+14,9811886997,2.26E+11
875,9.82E+13,11272179716,2.40E+11
876,1.03E+14,9602959984,2.27E+11
877,1.00E+14,9978909841,2.37E+11
878,1.04E+14,9702321345,2.25E+11
879,9.79E+13,11080110381,2.44E+11
880,1.05E+14,8101006588,2.29E+11
881,1.06E+14,8067823253,2.28E+11
882,1.02E+14,8472034548,2.44E+11
883,1.02E+14,9279338950,2.34E+11
884,1.01E+14,9703445277,2.38E+11
885,1.04E+14,8808822006,2.28E+11
886,9.95E+13,11436586654,2.29E+11
887,1.01E+14,9873063584,2.32E+11
888,1.05E+14,8769340319,2.24E+11
889,9.77E+13,11384500621,2.40E+11
890,1.04E+14,7703753686,2.33E+11
891,1.01E+14,8954328460,2.39E+11
892,1.01E+14,9598036598,2.36E+11
893,1.01E+14,8610788995,2.45E+11
894,1.01E+14,10851506972,2.22E+11
895,1.01E+14,11210468123,2.27E+11
896,1.02E+14,8881953461,2.36E+11
897,9.97E+13,10821408480,2.30E+11
898,1.02E+14,8949205087,2.38E+11
899,1.01E+14,8882482824,2.46E+11
900,1.04E+14,7895794590,2.35E+11
901,1.00E+14,8727060490,2.50E+11
902,1.03E+14,8036014273,2.36E+11
903,1.04E+14,7662044786,2.40E+11
904,1.02E+14,8212343813,2.43E+11
905,1.04E+14,8513707984,2.29E+11
906,1.01E+14,8462105650,2.48E+11
907,1.03E+14,7884942172,2.39E+11
908,9.97E+13,9477494594,2.45E+11
909,1.06E+14,7465662404,2.32E+11
910,1.02E+14,9486083464,2.30E+11
911,1.00E+14,10835994702,2.27E+11
912,1.03E+14,7935041597,2.38E+11
913,1.04E+14,8685071645,2.27E+11
914,1.01E+14,8468368130,2.47E+11
915,1.05E+14,7599427340,2.37E+11
916,9.89E+13,9748468133,2.45E+11
917,1.06E+14,7579596445,2.29E+11
918,1.08E+14,7920198683,2.24E+11
919,1.03E+14,8128715827,2.40E+11
920,1.00E+14,10222500848,2.31E+11
921,1.02E+14,9952719692,2.22E+11
922,1.03E+14,7750710037,2.40E+11
923,1.02E+14,8843806570,2.38E+11
924,1.02E+14,7902100302,2.46E+11
925,1.07E+14,7603619494,2.27E+11
926,1.06E+14,8386369117,2.26E+11
927,1.01E+14,9233137808,2.40E+11
928,1.05E+14,8573312090,2.27E+11
929,1.00E+14,9929666393,2.35E+11
930,1.00E+14,10367030775,2.33E+11
931,1.02E+14,8732484000,2.38E+11
932,1.00E+14,10465888265,2.32E+11
933,1.01E+14,10588045556,2.25E+11
934,1.02E+14,8312004676,2.38E+11
935,9.95E+13,11424429632,2.29E+11
936,1.00E+14,9662591783,2.39E+11
937,1.00E+14,11296440555,2.24E+11
938,1.04E+14,7796564635,2.34E+11
